timestamp,round,vertex_name,current_parallelism,target_parallelism,action,approved,executed,in_rate,out_rate,busy_ratio,true_processing_rate,selectivity,reason
2026-03-29T18:04:43.764201,14,Source: RocketMQ-Source,2,4,SCALE_UP,False,False,0.0,7886.09,0.0,0.0,1.0,Source busy=0.000
2026-03-29T18:04:43.764201,14,Watermark-Assigner,2,4,SCALE_UP,False,False,7876.34,7876.34,1.0,7876.34,1.0,in=25235.5 per_inst=3938.2 raw_p=7 busy=1.000
2026-03-29T18:04:43.764201,14,Hardware-Filter,2,4,SCALE_UP,False,False,7878.53,7878.53,1.0,7878.53,1.0,in=25235.5 per_inst=3939.3 raw_p=7 busy=1.000
2026-03-29T18:04:43.764201,14,Signal-Extraction,2,4,SCALE_UP,False,False,7080.68,7080.68,0.8058,8787.43,1.0,in=25235.5 per_inst=4393.7 raw_p=6 busy=0.806
2026-03-29T18:04:43.764201,14,Feature-Extraction,2,1,SCALE_DOWN,False,False,7077.5,7077.5,0.0652,108540.93,1.0,Idle+underloaded: per_inst=54270.5 needed=1 -> SCALE_DOWN
2026-03-29T18:04:43.764201,14,Grid-Aggregation,2,1,SCALE_DOWN,False,False,7050.05,328.71,0.0484,141000.95,0.0466,Idle+underloaded: per_inst=70500.5 needed=1 -> SCALE_DOWN
2026-03-29T18:04:43.764201,14,Sink: EventFeature-Sink,1,2,SCALE_UP,False,False,7397.19,0.0,0.7375,10029.85,0.0,in=25235.5 per_inst=10029.8 raw_p=3 busy=0.738
2026-03-29T18:04:43.764201,14,Sink: GridSummary-Sink,1,1,NO_CHANGE,False,False,328.71,0.0,0.0,6574.28,0.0,"Idle (busy=0.000), capacity OK"
2026-03-29T18:04:58.879532,15,Source: RocketMQ-Source,2,3,SCALE_UP,False,False,0.0,3941.9,0.0,0.0,1.0,Source busy=0.000
2026-03-29T18:04:58.879532,15,Watermark-Assigner,2,3,SCALE_UP,False,False,3941.17,3941.17,0.5319,7409.63,1.0,in=9460.6 per_inst=3704.8 raw_p=3 busy=0.532
2026-03-29T18:04:58.879532,15,Hardware-Filter,2,3,SCALE_UP,False,False,3938.72,3938.72,0.5658,6961.28,1.0,in=9460.6 per_inst=3480.6 raw_p=3 busy=0.566
2026-03-29T18:04:58.879532,15,Signal-Extraction,2,3,SCALE_UP,False,False,3540.44,3540.57,0.3857,9180.12,1.0,in=9460.6 per_inst=4590.1 raw_p=3 busy=0.386
2026-03-29T18:04:58.879532,15,Feature-Extraction,2,1,SCALE_DOWN,False,False,3552.27,3552.27,0.0285,71045.36,1.0,Idle+underloaded: per_inst=35522.7 needed=1 -> SCALE_DOWN
2026-03-29T18:04:58.879532,15,Grid-Aggregation,2,1,SCALE_DOWN,False,False,3564.63,171.58,0.0206,71292.56,0.0481,Idle+underloaded: per_inst=35646.3 needed=1 -> SCALE_DOWN
2026-03-29T18:04:58.879532,15,Sink: EventFeature-Sink,1,1,NO_CHANGE,False,False,3556.5,0.0,0.1566,22704.22,0.0,in=9460.9 per_inst=22704.2 raw_p=1 busy=0.157
2026-03-29T18:04:58.879532,15,Sink: GridSummary-Sink,1,1,NO_CHANGE,False,False,171.58,0.0,0.0,3431.65,0.0,"Idle (busy=0.000), capacity OK"
2026-03-29T18:05:14.004943,16,Source: RocketMQ-Source,2,3,SCALE_UP,False,False,0.0,3525.42,0.0,0.0,1.0,Source busy=0.000
2026-03-29T18:05:14.004943,16,Watermark-Assigner,2,3,SCALE_UP,False,False,3528.0,3528.0,0.5759,6125.77,1.0,in=8461.0 per_inst=3062.9 raw_p=3 busy=0.576
2026-03-29T18:05:14.004943,16,Hardware-Filter,2,3,SCALE_UP,False,False,3524.76,3524.76,0.5889,5985.27,1.0,in=8461.0 per_inst=2992.6 raw_p=3 busy=0.589
2026-03-29T18:05:14.004943,16,Signal-Extraction,2,3,SCALE_UP,False,False,3074.4,3074.2,0.3904,7875.51,0.9999,in=8461.0 per_inst=3937.8 raw_p=3 busy=0.390
2026-03-29T18:05:14.004943,16,Feature-Extraction,2,1,SCALE_DOWN,False,False,6448.26,6448.26,0.0622,103662.59,1.0,Idle+underloaded: per_inst=51831.3 needed=1 -> SCALE_DOWN
2026-03-29T18:05:14.004943,16,Grid-Aggregation,2,1,SCALE_DOWN,False,False,6462.83,328.87,0.0422,129256.55,0.0509,Idle+underloaded: per_inst=64628.3 needed=1 -> SCALE_DOWN
2026-03-29T18:05:14.004943,16,Sink: EventFeature-Sink,1,1,NO_CHANGE,False,False,6445.48,0.0,0.6565,9818.36,0.0,in=8460.5 per_inst=9818.4 raw_p=1 busy=0.656
2026-03-29T18:05:14.004943,16,Sink: GridSummary-Sink,1,1,NO_CHANGE,False,False,323.24,0.0,0.0,6464.75,0.0,"Idle (busy=0.000), capacity OK"
2026-03-29T18:05:50.958005,17,Source: RocketMQ-Source,2,4,SCALE_UP,True,True,0.0,7747.96,0.0,0.0,1.0,Source busy=0.000
2026-03-29T18:05:50.958005,17,Watermark-Assigner,2,4,SCALE_UP,True,True,7745.91,7745.91,1.0,7745.91,1.0,in=24793.5 per_inst=3873.0 raw_p=7 busy=1.000
2026-03-29T18:05:50.958005,17,Hardware-Filter,2,4,SCALE_UP,True,True,7756.69,7756.69,1.0,7756.69,1.0,in=24793.5 per_inst=3878.3 raw_p=7 busy=1.000
2026-03-29T18:05:50.958005,17,Signal-Extraction,2,4,SCALE_UP,True,True,6323.81,6323.87,0.813,7778.2,1.0,in=24793.5 per_inst=3889.1 raw_p=7 busy=0.813
2026-03-29T18:05:50.958005,17,Feature-Extraction,2,1,SCALE_DOWN,True,True,2954.5,2954.5,0.0251,59090.02,1.0,Idle+underloaded: per_inst=29545.0 needed=1 -> SCALE_DOWN
2026-03-29T18:05:50.958005,17,Grid-Aggregation,2,1,SCALE_DOWN,True,True,2952.78,147.66,0.0296,59055.63,0.05,Idle+underloaded: per_inst=29527.8 needed=1 -> SCALE_DOWN
2026-03-29T18:05:50.958005,17,Sink: EventFeature-Sink,1,2,SCALE_UP,True,True,2748.06,0.0,0.6033,4554.8,0.0,in=14070.0 per_inst=4554.8 raw_p=4 busy=0.603
2026-03-29T18:05:50.958005,17,Sink: GridSummary-Sink,1,1,NO_CHANGE,False,True,153.28,0.0,0.0,3065.59,0.0,"Idle (busy=0.000), capacity OK"
2026-03-29T18:09:06.226411,30,Source: RocketMQ-Source,4,5,SCALE_UP,False,False,0.0,6297.32,0.0,0.0,1.0,Source busy=0.000
2026-03-29T18:09:06.226411,30,Watermark-Assigner,4,5,SCALE_UP,False,False,6292.73,6292.73,0.6163,10210.61,1.0,in=12594.6 per_inst=2552.7 raw_p=5 busy=0.616
2026-03-29T18:09:06.226411,30,Hardware-Filter,4,6,SCALE_UP,False,False,6280.17,6280.17,0.6276,10007.26,1.0,in=12594.6 per_inst=2501.8 raw_p=6 busy=0.628
2026-03-29T18:09:06.226411,30,Signal-Extraction,4,4,NO_CHANGE,False,False,3545.3,3545.3,0.2665,13305.31,1.0,in=12594.6 per_inst=3326.3 raw_p=4 busy=0.266
2026-03-29T18:09:06.226411,30,Feature-Extraction,1,1,NO_CHANGE,False,False,3550.28,3550.28,0.171,20764.39,1.0,in=12594.6 per_inst=20764.4 raw_p=1 busy=0.171
2026-03-29T18:09:06.226411,30,Grid-Aggregation,1,1,NO_CHANGE,False,False,3551.68,9.44,0.0358,71033.56,0.0027,"Idle (busy=0.036), capacity OK"
2026-03-29T18:09:06.226411,30,Sink: EventFeature-Sink,2,4,SCALE_UP,False,False,3608.12,0.0,1.0,3608.12,0.0,in=12594.6 per_inst=1804.1 raw_p=7 busy=1.000
2026-03-29T18:09:06.226411,30,Sink: GridSummary-Sink,2,1,SCALE_DOWN,False,False,9.31,0.0,0.0,186.14,0.0,Idle+underloaded: per_inst=93.1 needed=1 -> SCALE_DOWN
2026-03-29T18:09:21.290139,31,Source: RocketMQ-Source,4,4,NO_CHANGE,False,False,0.0,3443.41,0.0,0.0,1.0,Source busy=0.000
2026-03-29T18:09:21.290139,31,Watermark-Assigner,4,3,SCALE_DOWN,False,False,3450.24,3450.3,0.3144,10972.95,1.0,in=5509.5 per_inst=2743.2 raw_p=3 busy=0.314
2026-03-29T18:09:21.290139,31,Hardware-Filter,4,3,SCALE_DOWN,False,False,3474.51,3474.51,0.3247,10700.36,1.0,in=5509.6 per_inst=2675.1 raw_p=3 busy=0.325
2026-03-29T18:09:21.290139,31,Signal-Extraction,4,2,SCALE_DOWN,False,False,2075.47,2075.47,0.1506,13783.55,1.0,in=5509.6 per_inst=3445.9 raw_p=2 busy=0.151
2026-03-29T18:09:21.290139,31,Feature-Extraction,1,1,NO_CHANGE,False,False,2074.28,2074.28,0.0821,25267.37,1.0,"Idle (busy=0.082), capacity OK"
2026-03-29T18:09:21.290139,31,Grid-Aggregation,1,1,NO_CHANGE,False,False,2078.52,6.17,0.0298,41570.49,0.003,"Idle (busy=0.030), capacity OK"
2026-03-29T18:09:21.290139,31,Sink: EventFeature-Sink,2,2,NO_CHANGE,False,False,2079.25,0.0,0.2945,7061.37,0.0,in=5509.6 per_inst=3530.7 raw_p=2 busy=0.294
2026-03-29T18:09:21.290139,31,Sink: GridSummary-Sink,2,1,SCALE_DOWN,False,False,6.3,0.0,0.0,125.99,0.0,Idle+underloaded: per_inst=63.0 needed=1 -> SCALE_DOWN
2026-03-29T18:09:36.340880,32,Source: RocketMQ-Source,4,5,SCALE_UP,False,False,0.0,7277.74,0.0,0.0,1.0,Source busy=0.000
2026-03-29T18:09:36.340880,32,Watermark-Assigner,4,6,SCALE_UP,False,False,7260.6,7260.6,0.6702,10833.98,1.0,in=14555.5 per_inst=2708.5 raw_p=6 busy=0.670
2026-03-29T18:09:36.340880,32,Hardware-Filter,4,6,SCALE_UP,False,False,7258.27,7258.14,0.6603,10992.58,1.0,in=14555.5 per_inst=2748.1 raw_p=6 busy=0.660
2026-03-29T18:09:36.340880,32,Signal-Extraction,4,5,SCALE_UP,False,False,3621.13,3621.13,0.2582,14022.89,1.0,in=14555.2 per_inst=3505.7 raw_p=5 busy=0.258
2026-03-29T18:09:36.340880,32,Feature-Extraction,1,1,NO_CHANGE,False,False,3618.74,3618.74,0.1596,22680.27,1.0,in=14555.2 per_inst=22680.3 raw_p=1 busy=0.160
2026-03-29T18:09:36.340880,32,Grid-Aggregation,1,1,NO_CHANGE,False,False,3617.48,12.22,0.0598,60442.84,0.0034,"Idle (busy=0.060), capacity OK"
2026-03-29T18:09:36.340880,32,Sink: EventFeature-Sink,2,3,SCALE_UP,False,False,3624.85,0.0,0.3053,11872.08,0.0,in=14555.2 per_inst=5936.0 raw_p=3 busy=0.305
2026-03-29T18:09:36.340880,32,Sink: GridSummary-Sink,2,1,SCALE_DOWN,False,False,12.22,0.0,0.0,244.45,0.0,Idle+underloaded: per_inst=122.2 needed=1 -> SCALE_DOWN
2026-03-29T18:09:51.623836,33,Source: RocketMQ-Source,4,4,NO_CHANGE,False,False,0.0,3732.46,0.0,0.0,1.0,Source busy=0.000
2026-03-29T18:09:51.623836,33,Watermark-Assigner,4,2,SCALE_DOWN,False,False,3743.62,3743.55,0.3095,12096.18,1.0,in=5971.9 per_inst=3024.0 raw_p=2 busy=0.309
2026-03-29T18:09:51.623836,33,Hardware-Filter,4,3,SCALE_DOWN,False,False,3733.72,3733.85,0.3178,11750.12,1.0,in=5971.8 per_inst=2937.5 raw_p=3 busy=0.318
2026-03-29T18:09:51.623836,33,Signal-Extraction,4,2,SCALE_DOWN,False,False,1864.07,1864.0,0.1261,14778.88,1.0,in=5972.0 per_inst=3694.7 raw_p=2 busy=0.126
2026-03-29T18:09:51.623836,33,Feature-Extraction,1,1,NO_CHANGE,False,False,1868.32,1868.32,0.0745,25082.96,1.0,"Idle (busy=0.074), capacity OK"
2026-03-29T18:09:51.623836,33,Grid-Aggregation,1,1,NO_CHANGE,False,False,1859.75,8.24,0.0262,37195.01,0.0044,"Idle (busy=0.026), capacity OK"
2026-03-29T18:09:51.623836,33,Sink: EventFeature-Sink,2,1,SCALE_DOWN,False,False,1861.68,0.0,0.1537,12113.27,0.0,in=5971.8 per_inst=6056.6 raw_p=1 busy=0.154
2026-03-29T18:09:51.623836,33,Sink: GridSummary-Sink,2,1,SCALE_DOWN,False,False,8.11,0.0,0.0,162.13,0.0,Idle+underloaded: per_inst=81.1 needed=1 -> SCALE_DOWN
2026-03-29T18:10:06.689076,34,Source: RocketMQ-Source,4,5,SCALE_UP,False,False,0.0,7586.67,0.0,0.0,1.0,Source busy=0.000
2026-03-29T18:10:06.689076,34,Watermark-Assigner,4,5,SCALE_UP,False,False,7587.13,7587.13,0.6145,12346.5,1.0,in=15173.3 per_inst=3086.6 raw_p=5 busy=0.615
2026-03-29T18:10:06.689076,34,Hardware-Filter,4,6,SCALE_UP,False,False,7588.83,7588.7,0.6577,11538.71,1.0,in=15173.3 per_inst=2884.7 raw_p=6 busy=0.658
2026-03-29T18:10:06.689076,34,Signal-Extraction,4,5,SCALE_UP,False,False,3493.91,3493.97,0.2551,13696.02,1.0,in=15173.1 per_inst=3424.0 raw_p=5 busy=0.255
2026-03-29T18:10:06.689076,34,Feature-Extraction,1,1,NO_CHANGE,False,False,3490.51,3490.51,0.1437,24298.0,1.0,in=15173.4 per_inst=24298.0 raw_p=1 busy=0.144
2026-03-29T18:10:06.689076,34,Grid-Aggregation,1,1,NO_CHANGE,False,False,3498.87,16.99,0.0529,66092.59,0.0049,"Idle (busy=0.053), capacity OK"
2026-03-29T18:10:06.689076,34,Sink: EventFeature-Sink,2,1,SCALE_DOWN,False,False,3496.06,0.0,0.0824,42420.3,0.0,Idle+underloaded: per_inst=21210.2 needed=1 -> SCALE_DOWN
2026-03-29T18:10:06.689076,34,Sink: GridSummary-Sink,2,1,SCALE_DOWN,False,False,17.12,0.0,0.0,342.47,0.0,Idle+underloaded: per_inst=171.2 needed=1 -> SCALE_DOWN
2026-03-29T18:10:21.744204,35,Source: RocketMQ-Source,4,4,NO_CHANGE,False,False,0.0,3808.9,0.0,0.0,1.0,Source busy=0.000
2026-03-29T18:10:21.744204,35,Watermark-Assigner,4,3,SCALE_DOWN,False,False,3812.69,3812.76,0.3289,11592.22,1.0,in=6094.2 per_inst=2898.1 raw_p=3 busy=0.329
2026-03-29T18:10:21.744204,35,Hardware-Filter,4,3,SCALE_DOWN,False,False,3809.04,3809.17,0.3385,11253.81,1.0,in=6094.4 per_inst=2813.5 raw_p=3 busy=0.338
2026-03-29T18:10:21.744204,35,Signal-Extraction,4,2,SCALE_DOWN,False,False,1884.09,1884.09,0.13,14496.81,1.0,in=6094.6 per_inst=3624.2 raw_p=2 busy=0.130
2026-03-29T18:10:21.744204,35,Feature-Extraction,1,1,NO_CHANGE,False,False,1879.31,1879.31,0.0705,26664.47,1.0,"Idle (busy=0.070), capacity OK"
2026-03-29T18:10:21.744204,35,Grid-Aggregation,1,1,NO_CHANGE,False,False,1871.74,7.84,0.023,37434.72,0.0042,"Idle (busy=0.023), capacity OK"
2026-03-29T18:10:21.744204,35,Sink: EventFeature-Sink,2,1,SCALE_DOWN,False,False,1880.11,0.0,0.0278,37602.12,0.0,Idle+underloaded: per_inst=18801.1 needed=1 -> SCALE_DOWN
