timestamp,round,vertex_name,current_parallelism,target_parallelism,action,approved,executed,in_rate,out_rate,busy_ratio,true_processing_rate,selectivity,reason
2026-03-29T16:02:39.339265,2,Source: RocketMQ-Source -> Watermark-Assigner,6,5,SCALE_DOWN,False,False,0.0,3884.35,0.0,0.0,1.0,Source busy=0.000
2026-03-29T16:02:39.339265,2,Hardware-Filter,2,4,SCALE_UP,False,False,3834.51,3834.58,1.0,3834.51,1.0,in=5826.5 per_inst=1917.3 raw_p=4 busy=1.000
2026-03-29T16:02:39.339265,2,Signal-Extraction,2,4,SCALE_UP,False,False,3210.68,3210.68,1.0,3210.68,1.0,in=5826.6 per_inst=1605.3 raw_p=4 busy=1.000
2026-03-29T16:02:39.339265,2,Feature-Extraction,4,2,SCALE_DOWN,False,False,3210.68,3210.68,0.0329,64213.68,1.0,Idle+underloaded: per_inst=16053.4 needed=2 -> SCALE_DOWN
2026-03-29T16:02:39.339265,2,Grid-Aggregation,4,1,SCALE_DOWN,False,False,3197.35,134.85,0.1292,24745.85,0.0422,in=5826.6 per_inst=6186.5 raw_p=1 busy=0.129
2026-03-29T16:02:39.339265,2,Sink: EventFeature-Sink,2,1,SCALE_DOWN,False,False,3198.54,0.0,0.1983,16128.47,0.0,in=5826.6 per_inst=8064.2 raw_p=1 busy=0.198
2026-03-29T16:02:39.339265,2,Sink: GridSummary-Sink,2,1,SCALE_DOWN,False,False,134.85,0.0,0.0,2697.02,0.0,Idle+underloaded: per_inst=1348.5 needed=1 -> SCALE_DOWN
2026-03-29T16:02:54.399633,3,Source: RocketMQ-Source -> Watermark-Assigner,6,6,NO_CHANGE,False,False,0.0,5796.52,0.0,0.0,1.0,Source busy=0.000
2026-03-29T16:02:54.399633,3,Hardware-Filter,2,4,SCALE_UP,False,False,5804.74,5804.61,1.0,5804.74,1.0,in=10433.7 per_inst=2902.4 raw_p=4 busy=1.000
2026-03-29T16:02:54.399633,3,Signal-Extraction,2,5,SCALE_UP,False,False,4184.38,4184.38,1.0,4184.38,1.0,in=10433.5 per_inst=2092.2 raw_p=5 busy=1.000
2026-03-29T16:02:54.399633,3,Feature-Extraction,4,2,SCALE_DOWN,False,False,4176.49,4176.49,0.0588,71078.75,1.0,Idle+underloaded: per_inst=17769.7 needed=2 -> SCALE_DOWN
2026-03-29T16:02:54.399633,3,Grid-Aggregation,4,2,SCALE_DOWN,False,False,4168.92,271.98,0.1388,30029.39,0.0652,in=10433.5 per_inst=7507.3 raw_p=2 busy=0.139
2026-03-29T16:02:54.399633,3,Sink: EventFeature-Sink,2,2,NO_CHANGE,False,False,4172.24,0.0,0.2446,17060.63,0.0,in=10433.5 per_inst=8530.3 raw_p=2 busy=0.245
2026-03-29T16:02:54.399633,3,Sink: GridSummary-Sink,2,1,SCALE_DOWN,False,False,271.98,0.0,0.0,5439.69,0.0,Idle+underloaded: per_inst=2719.8 needed=1 -> SCALE_DOWN
2026-03-29T16:03:36.158498,4,Source: RocketMQ-Source -> Watermark-Assigner,6,5,SCALE_DOWN,True,True,0.0,2869.9,0.0,0.0,1.0,Source busy=0.000
2026-03-29T16:03:36.158498,4,Hardware-Filter,2,2,NO_CHANGE,False,True,2869.3,2869.37,0.6336,4528.56,1.0,in=4304.8 per_inst=2264.3 raw_p=2 busy=0.634
2026-03-29T16:03:36.158498,4,Signal-Extraction,2,2,NO_CHANGE,False,True,1864.08,1864.08,0.3979,4685.36,1.0,in=4304.9 per_inst=2342.7 raw_p=2 busy=0.398
2026-03-29T16:03:36.158498,4,Feature-Extraction,4,2,SCALE_DOWN,True,True,1863.41,1863.41,0.0123,37268.3,1.0,Idle+underloaded: per_inst=9317.1 needed=2 -> SCALE_DOWN
2026-03-29T16:03:36.158498,4,Grid-Aggregation,4,2,SCALE_DOWN,True,True,1877.29,152.74,0.0375,37545.89,0.0814,Idle+underloaded: per_inst=9386.5 needed=2 -> SCALE_DOWN
2026-03-29T16:03:36.158498,4,Sink: EventFeature-Sink,2,1,SCALE_DOWN,True,True,1877.1,0.0,0.0644,29155.23,0.0,Idle+underloaded: per_inst=14577.6 needed=1 -> SCALE_DOWN
