target_rate,actual_input_rate_mean,actual_input_rate_std,actual_samples,timestamp,source_busy_mean,source_busy_std,source_busy_max,source_parallelism,source_in_rate_mean,filter_busy_mean,filter_busy_std,filter_busy_max,filter_parallelism,filter_in_rate_mean,signal_busy_mean,signal_busy_std,signal_busy_max,signal_parallelism,signal_in_rate_mean,feature_busy_mean,feature_busy_std,feature_busy_max,feature_parallelism,feature_in_rate_mean,grid_busy_mean,grid_busy_std,grid_busy_max,grid_parallelism,grid_in_rate_mean,grid_sink_busy_mean,grid_sink_busy_std,grid_sink_busy_max,grid_sink_parallelism,grid_sink_in_rate_mean,event_sink_busy_mean,event_sink_busy_std,event_sink_busy_max,event_sink_parallelism,event_sink_in_rate_mean
6000,6137.776666666667,340.4354784031116,10,2026-03-29 14:31:19,nan,nan,nan,6,0.0,0.5786250000000001,0.024181152267830398,0.59725,4,6116.498333333333,0.32637499999999997,0.06898570957089592,0.423,4,3758.5816666666665,0.03115,0.00561270879344368,0.03825,4,3782.975000000001,0.048549999999999996,0.003544009029333869,0.0515,4,3781.535,0.00235,0.0012257650672131263,0.0045,2,290.6166666666667,0.062450000000000006,0.003862965182343741,0.0685,2,3782.285
8000,7302.456666666667,258.440978131909,10,2026-03-29 14:34:45,nan,nan,nan,6,0.0,0.6125499999999999,0.01711132665809404,0.641,4,7298.393333333333,0.24032499999999998,0.008460976598478446,0.26075,4,2590.6016666666665,0.011175000000000001,0.004808910999384372,0.02025,4,2587.6366666666668,0.042300000000000004,0.002882707061079914,0.0465,4,2591.973333333333,0.0,0.0,0.0,2,60.65666666666666,0.0518,0.007487322618933955,0.062,2,2591.6466666666665
